0,0
1,0
2,0
3,0
4,0
5,0
6,3.10862e-12
7,8.67084e-11
8,1.47948e-09
9,1.69317e-08
10,1.41458e-07
11,9.16288e-07
12,4.81127e-06
13,2.11844e-05
14,8.03043e-05
15,0.000267603
16,0.000797215
17,0.0021526
18,0.00532834
19,0.0122066
20,0.0260896
21,0.0523823
22,0.0993814
23,0.179078
24,0.307842
25,0.506816
26,0.801862
27,1.22292
28,1.80267
29,2.57457
30,3.57032
31,4.81693
32,6.33377
33,8.12974
34,10.2011
35,12.53
36,15.0839
37,17.8165
38,20.669
39,23.573
40,26.4539
41,29.2343
42,31.8381
43,34.1945
44,36.2411
45,37.9265
46,39.2126
47,40.0754
48,40.5055
49,40.5075
50,40.0989
51,39.3082
52,38.1732
53,36.7385
54,35.0533
55,33.1692
56,31.138
57,29.0105
58,26.8344
59,24.6537
60,22.5079
61,20.4314
62,18.4536
63,16.5987
64,14.8863
65,13.3315
66,11.9457
67,10.7368
68,9.70976
69,8.86723
70,8.2098
71,7.73632
72,7.44424
73,7.32967
74,7.38756
75,7.61168
76,7.99462
77,8.52777
78,9.20123
79,10.0038
80,10.9229
81,11.9446
82,13.0537
83,14.2339
84,15.4676
85,16.7367
86,18.0221
87,19.3048
88,20.5656
89,21.7856
90,22.9469
91,24.0324
92,25.0265
93,25.9154
94,26.6872
95,27.332
96,27.8427
97,28.2141
98,28.444
99,28.5324
100,28.4818
101,28.297
102,27.9851
103,27.5548
104,27.0167
105,26.383
106,25.6667
107,24.882
108,24.0435
109,23.1661
110,22.265
111,21.355
112,20.4503
113,19.5649
114,18.7115
115,17.9022
116,17.1477
117,16.4577
118,15.8402
119,15.3023
120,14.8492
121,14.4851
122,14.2124
123,14.0323
124,13.9445
125,13.9474
126,14.0381
127,14.2126
128,14.4657
129,14.7913
130,15.1824
131,15.6311
132,16.1291
133,16.6676
134,17.2372
135,17.8286
136,18.4322
137,19.0387
138,19.6388
139,20.2237
140,20.785
141,21.315
142,21.8064
143,22.253
144,22.6492
145,22.9906
146,23.2736
147,23.4955
148,23.6547
149,23.7507
150,23.7839
151,23.7556
152,23.6681
153,23.5244
154,23.3285
155,23.0849
156,22.7987
157,22.4755
158,22.1215
159,21.7429
160,21.3462
161,20.9381
162,20.525
163,20.1134
164,19.7096
165,19.3194
166,18.9483
167,18.6013
168,18.2831
169,17.9976
170,17.748
171,17.5371
172,17.3669
173,17.2387
174,17.1533
175,17.1105
176,17.1098
177,17.1499
178,17.229
179,17.3446
180,17.494
181,17.6738
182,17.8804
183,18.1099
184,18.3581
185,18.6208
186,18.8934
187,19.1716
188,19.4509
189,19.7272
190,19.9964
191,20.2545
192,20.498
193,20.7236
194,20.9285
195,21.1102
196,21.2665
197,21.396
198,21.4974
199,21.57
200,21.6137
201,21.6285
202,21.6151
203,21.5745
204,21.5082
205,21.4179
206,21.3056
207,21.1737
208,21.0247
209,20.8614
210,20.6865
211,20.5029
212,20.3137
213,20.1217
214,19.9297
215,19.7406
216,19.5568
217,19.3808
218,19.2148
219,19.0606
220,18.9198
221,18.7937
222,18.6835
223,18.5897
224,18.5126
225,18.4522
226,18.4083
227,18.3801
228,18.3667
229,18.3667
230,18.3787
231,18.4009
232,18.4313
233,18.4678
234,18.5079
235,18.5493
236,18.5895
237,18.6259
238,18.6559
239,18.6771
240,18.687
241,18.6833
242,18.6637
243,18.6262
244,18.569
245,18.4903
246,18.3888
247,18.2633
248,18.1128
249,17.9368
250,17.7349
251,17.5069
252,17.253
253,16.9737
254,16.6696
255,16.3415
256,15.9907
257,15.6185
258,15.2264
259,14.816
260,14.3891
261,13.9476
262,13.4936
263,13.0291
264,12.5562
265,12.0769
266,11.5934
267,11.1076
268,10.6217
269,10.1375
270,9.65686
271,9.1815
272,8.71305
273,8.253
274,7.80272
275,7.36343
276,6.93621
277,6.52201
278,6.12163
279,5.73574
280,5.36485
281,5.00937
282,4.66956
283,4.34559
284,4.0375
285,3.74523
286,3.46865
287,3.20751
288,2.96153
289,2.73033
290,2.5135
291,2.31057
292,2.12104
293,1.94437
294,1.78001
295,1.62739
296,1.48593
297,1.35504
298,1.23414
299,1.12266
300,1.02003
301,0.925693
302,0.839113
303,0.75977
304,0.687166
305,0.62082
306,0.560276
307,0.505101
308,0.454883
309,0.409236
310,0.367794
311,0.330215
312,0.29618
313,0.265391
314,0.237569
315,0.212458
316,0.189817
317,0.169426
318,0.151081
319,0.134595
320,0.119794
321,0.106521
322,0.0946295
323,0.0839871
324,0.0744722
325,0.0659741
326,0.0583918
327,0.0516333
328,0.0456153
329,0.040262
330,0.0355047
331,0.0312812
332,0.0275354
333,0.0242166
334,0.0212788
335,0.018681
336,0.016386
337,0.0143604
338,0.0125744
339,0.0110012
340,0.00961664
341,0.00839931
342,0.00732999
343,0.00639155
344,0.00556874
345,0.00484795
346,0.0042171
347,0.00366546
348,0.0031835
349,0.00276278
350,0.00239584
351,0.00207607
352,0.00179763
353,0.00155539
354,0.00134481
355,0.0011619
356,0.00100314
357,0.000865465
358,0.000746153
359,0.000642839
360,0.000553444
361,0.00047615
362,0.000409369
363,0.000351713
364,0.000301971
365,0.000259088
366,0.000222144
367,0.00019034
368,0.000162979
369,0.000139457
370,0.00011925
371,0.000101903
372,8.70212e-05
373,7.4263e-05
374,6.33331e-05
375,5.39759e-05
376,4.59706e-05
377,3.91266e-05
378,3.32795e-05
379,2.82875e-05
380,2.40284e-05
381,2.03972e-05
382,1.73034e-05
383,1.46692e-05
384,1.2428e-05
385,1.05223e-05
386,8.90309e-06
387,7.5282e-06
388,6.36156e-06
389,5.37229e-06
390,4.53398e-06
391,3.82407e-06
392,3.2233e-06
393,2.71523e-06
394,2.28582e-06
395,1.92315e-06
396,1.61703e-06
397,1.35882e-06
398,1.14116e-06
399,9.57787e-07
400,8.03408e-07
401,6.73517e-07
402,5.64297e-07
403,4.72516e-07
404,3.95435e-07
405,3.3074e-07
406,2.76473e-07
407,2.3098e-07
408,1.92865e-07
409,1.6095e-07
410,1.34242e-07
411,1.11904e-07
412,9.32328e-08
413,7.76344e-08
414,6.46107e-08
415,5.37428e-08
416,4.4679e-08
417,3.71239e-08
418,3.08299e-08
419,2.55894e-08
420,2.12284e-08
421,1.76013e-08
422,1.45862e-08
423,1.20813e-08
424,1.00013e-08
425,8.27504e-09
426,6.84318e-09
427,5.65614e-09
428,4.67257e-09
429,3.85804e-09
430,3.18384e-09
431,2.62611e-09
432,2.16497e-09
433,1.78389e-09
434,1.46914e-09
435,1.20931e-09
436,9.94923e-10
437,8.18127e-10
438,6.72412e-10
439,5.5237e-10
440,4.53527e-10
441,3.72195e-10
442,3.05299e-10
443,2.50301e-10
444,2.05103e-10
445,1.67985e-10
446,1.3752e-10
447,1.12534e-10
448,9.20459e-11
449,7.52458e-11
450,6.14814e-11
451,5.02152e-11
452,4.0998e-11
453,3.34503e-11
454,2.72728e-11
455,2.22332e-11
456,1.81156e-11
457,1.47478e-11
458,1.2011e-11
459,9.78168e-12
460,7.95151e-12
461,6.45916e-12
462,5.24685e-12
463,4.26153e-12
464,3.45925e-12
465,2.81351e-12
466,2.2892e-12
467,1.85447e-12
468,1.50403e-12
469,1.22004e-12
470,9.79895e-13
471,7.88824e-13
472,6.49288e-13
473,5.29554e-13
474,4.18544e-13
475,3.4046e-13
476,2.79501e-13
477,2.24045e-13
478,1.85551e-13
479,1.54776e-13
480,1.24244e-13
